	chrU	3636	0	1.0	51
	chrU	3638	0	1.0	51
	chrU	3642	0	1.0	46
	chrU	3647	0	2.0	51
	chrU	3653	0	1.0	40
	chrU	3672	0	1.0	34
	chrU	3674	0	1.0	38
	chrU	3806	0	1.0	39
	chrU	4096	0	1.0	28
	chrU	4098	0	1.0	38
	chrU	4101	0	2.0	23
	chrU	4104	0	1.0	30
	chrU	4107	0	3.0	16
	chrU	4107	0	2.0	18
	chrU	4107	0	2.0	20
	chrU	4107	0	1.0	46
	chrU	4111	0	1.0	31
	chrU	4117	0	1.0	43
	chrU	4123	1	1.0	28
	chrU	4128	1	1.0	24
	chrU	4131	1	1.0	23
	chrU	4151	1	1.0	51
	chrU	4961	1	1.0	22
	chrU	4961	1	2.0	28
	chrU	4971	1	1.0	39
	chrU	4984	0	1.0	51
	chrU	6908	0	1.0	51
	chrU	7011	0	1.0	27
	chrU	7014	0	1.0	28
	chrU	7025	0	2.0	17
	chrU	8828	0	1.0	24
	chrU	9263	0	1.0	17
	chrU	9531	0	1.0	17
	chrU	15714	0	1.0	21
	chrU	16068	0	1.0	19
	chrU	16095	0	1.0	18
	chrU	16095	0	1.0	43
	chrU	16231	0	1.0	36
	chrU	16528	0	1.0	33
	chrU	16543	0	1.0	28
	chrU	16784	0	1.0	40
	chrU	16805	0	1.0	22
	chrU	16872	0	1.0	31
	chrU	17044	0	1.0	36
	chrU	17418	0	1.0	19
	chrU	18273	0	1.0	18
	chrU	18544	0	1.0	18
	chrU	18877	1	2.0	15
	chrU	19026	0	2.0	40
	chrU	19596	0	1.0	42
	chrU	21916	0	1.0	31
	chrU	22227	1	1.0	47
	chrU	23081	0	2.0	51
	chrU	23082	0	2.0	24
	chrU	23085	0	1.0	25
	chrU	23090	0	1.0	32
	chrU	23905	0	1.0	22
	chrU	24057	0	1.0	38
	chrU	25158	0	1.0	36
	chrU	25357	0	1.0	16
	chrU	25373	0	1.0	46
	chrU	28526	0	1.0	36
	chrU	28560	0	1.0	51
	chrU	29337	0	1.0	38
	chrU	29496	0	1.0	26
	chrU	29709	0	1.0	23
	chrU	29872	0	1.0	20
	chrU	29964	0	2.0	18
	chrU	30021	0	1.0	51
	chrU	30197	0	1.0	24
	chrU	30634	1	1.0	21
	chrU	30708	1	1.0	34
	chrU	30824	0	1.0	21
	chrU	32583	1	1.0	44
	chrU	33799	0	2.0	36
	chrU	33809	0	1.0	31
	chrU	34820	1	4.0	16
	chrU	38628	0	1.0	45
	chrU	39901	0	1.0	34
	chrU	39927	1	1.0	16
	chrU	39932	1	1.0	40
	chrU	40181	0	1.0	31
	chrU	40399	0	1.0	20
	chrU	41449	0	1.0	19
	chrU	42202	1	1.0	51
	chrU	42498	0	1.0	28
	chrU	45337	0	2.0	16
	chrU	46135	0	1.0	20
	chrU	46209	0	1.0	19
	chrU	46514	0	2.0	20
	chrU	46918	1	1.0	24
	chrU	51743	0	1.0	25
	chrU	51911	1	1.0	19
	chrU	53709	1	1.0	20
	chrU	63711	0	1.0	34
	chrU	63733	1	1.0	45
	chrU	63746	1	2.0	19
	chrU	64565	1	1.0	17
	chrU	65745	0	4.0	34
	chrU	65781	0	1.0	51
	chrU	65989	1	1.0	16
	chrU	66209	0	1.0	26
	chrU	66573	0	2.0	21
	chrU	66993	0	1.0	15
	chrU	67253	0	1.0	18
	chrU	67253	0	2.0	19
	chrU	67334	1	1.0	15
	chrU	67456	0	3.0	18
	chrU	68006	1	1.0	9
	chrU	68162	0	2.0	19
	chrU	68608	0	2.0	17
	chrU	69421	0	1.0	22
	chrU	69755	1	1.0	23
	chrU	70878	1	1.0	15
	chrU	71162	1	1.0	24
	chrU	71389	0	1.0	21
	chrU	71447	1	1.0	51
	chrU	72122	1	1.0	23
	chrU	72124	1	1.0	51
	chrU	72129	1	1.0	28
	chrU	72132	1	1.0	33
	chrU	72211	1	2.0	21
	chrU	72360	0	1.0	17
	chrU	72804	1	2.0	15
	chrU	72890	1	1.0	36
	chrU	73057	0	1.0	15
	chrU	73274	1	1.0	25
	chrU	74029	0	1.0	19
	chrU	74041	0	1.0	18
	chrU	74086	1	1.0	22
	chrU	74154	0	2.0	28
	chrU	74216	0	1.0	46
	chrU	74221	1	2.0	16
	chrU	74238	0	1.0	21
	chrU	74293	1	1.0	37
	chrU	74310	0	1.0	18
	chrU	74357	0	1.0	30
	chrU	74537	1	1.0	18
	chrU	74538	1	1.0	16
	chrU	74800	1	3.0	17
	chrU	75127	0	1.0	29
	chrU	75397	1	2.0	23
	chrU	75474	0	1.0	23
	chrU	75553	1	2.0	51
	chrU	75601	1	1.0	27
	chrU	75721	0	1.0	32
	chrU	75750	1	1.0	51
	chrU	75860	0	1.0	39
	chrU	75877	0	1.0	51
	chrU	76129	0	1.0	25
	chrU	76130	0	2.0	48
	chrU	76186	0	1.0	21
	chrU	76207	1	1.0	21
	chrU	76216	1	1.0	45
	chrU	76480	0	1.0	51
	chrU	76674	0	2.0	21
	chrU	77227	1	1.0	37
	chrU	77645	0	1.0	18
	chrU	77678	1	1.0	22
