	chr3RHet	411	0	2.0	20
	chr3RHet	1167	1	1.0	43
	chr3RHet	3609	0	1.0	28
	chr3RHet	8165	1	2.0	23
	chr3RHet	8792	0	1.0	8
	chr3RHet	10304	0	1.0	23
	chr3RHet	10316	0	1.0	18
	chr3RHet	10319	1	1.0	22
	chr3RHet	10380	1	1.0	16
	chr3RHet	10386	1	1.0	24
	chr3RHet	10473	1	2.0	24
	chr3RHet	10651	1	2.0	19
	chr3RHet	10766	1	1.0	24
	chr3RHet	10936	0	1.0	48
	chr3RHet	10937	0	1.0	21
	chr3RHet	11124	1	2.0	19
	chr3RHet	11132	0	2.0	17
	chr3RHet	11175	0	1.0	51
	chr3RHet	11186	1	1.0	35
	chr3RHet	11187	1	1.0	42
	chr3RHet	11405	1	2.0	20
	chr3RHet	11435	1	1.0	15
	chr3RHet	11441	1	1.0	31
	chr3RHet	11978	1	1.0	21
	chr3RHet	12019	1	4.0	17
	chr3RHet	12042	1	2.0	20
	chr3RHet	12059	1	4.0	19
	chr3RHet	12059	1	1.0	39
	chr3RHet	12062	1	1.0	36
	chr3RHet	12087	1	1.0	18
	chr3RHet	12116	0	1.0	24
	chr3RHet	12150	0	1.0	23
	chr3RHet	12156	0	1.0	24
	chr3RHet	12164	0	1.0	41
	chr3RHet	12166	0	2.0	17
	chr3RHet	12169	0	1.0	40
	chr3RHet	12179	0	1.0	22
	chr3RHet	12187	0	2.0	19
	chr3RHet	12187	0	1.0	29
	chr3RHet	12187	0	1.0	48
	chr3RHet	12194	0	1.0	31
	chr3RHet	12203	0	1.0	20
	chr3RHet	12207	0	1.0	22
	chr3RHet	12214	0	2.0	51
	chr3RHet	12219	0	1.0	51
	chr3RHet	12246	0	2.0	19
	chr3RHet	12267	1	1.0	26
	chr3RHet	12274	1	2.0	31
	chr3RHet	12288	1	1.0	42
	chr3RHet	12325	1	2.0	21
	chr3RHet	12340	1	1.0	36
	chr3RHet	12351	1	2.0	37
	chr3RHet	12471	1	1.0	37
	chr3RHet	12489	0	1.0	51
	chr3RHet	12504	0	1.0	21
	chr3RHet	12519	1	2.0	18
	chr3RHet	12520	1	1.0	34
	chr3RHet	12521	1	2.0	18
	chr3RHet	12524	1	2.0	21
	chr3RHet	12526	1	3.0	19
	chr3RHet	12531	1	1.0	28
	chr3RHet	12537	1	1.0	18
	chr3RHet	12551	0	1.0	19
	chr3RHet	12555	1	1.0	51
	chr3RHet	12556	1	1.0	45
	chr3RHet	12558	1	2.0	51
	chr3RHet	12562	1	1.0	18
	chr3RHet	12563	1	2.0	23
	chr3RHet	12565	1	2.0	36
	chr3RHet	12582	1	1.0	42
	chr3RHet	12582	1	2.0	47
	chr3RHet	12595	1	1.0	51
	chr3RHet	12601	1	1.0	33
	chr3RHet	12621	0	1.0	30
	chr3RHet	12657	0	1.0	28
	chr3RHet	12699	0	1.0	21
	chr3RHet	12992	1	1.0	16
	chr3RHet	13531	0	1.0	51
	chr3RHet	13737	0	1.0	27
	chr3RHet	14041	1	1.0	31
	chr3RHet	14407	0	1.0	25
	chr3RHet	14674	0	1.0	19
	chr3RHet	14699	1	1.0	27
	chr3RHet	14749	1	1.0	30
	chr3RHet	14908	1	1.0	26
	chr3RHet	15098	0	1.0	16
	chr3RHet	15178	1	2.0	22
	chr3RHet	15191	1	1.0	36
	chr3RHet	15196	0	2.0	40
	chr3RHet	15285	1	1.0	17
	chr3RHet	15429	1	1.0	31
	chr3RHet	15586	1	1.0	29
	chr3RHet	15833	0	1.0	18
	chr3RHet	15930	1	1.0	37
	chr3RHet	16035	0	1.0	26
	chr3RHet	17684	1	3.0	22
	chr3RHet	17696	1	1.0	19
	chr3RHet	18463	0	1.0	48
	chr3RHet	20053	0	1.0	21
	chr3RHet	20279	1	1.0	13
	chr3RHet	20356	0	2.0	15
	chr3RHet	20869	1	1.0	18
	chr3RHet	21574	0	1.0	44
	chr3RHet	22053	1	1.0	19
	chr3RHet	22643	1	1.0	15
	chr3RHet	23832	1	1.0	35
	chr3RHet	23842	1	1.0	29
	chr3RHet	23868	1	2.0	39
	chr3RHet	25286	0	1.0	19
	chr3RHet	26295	0	2.0	20
	chr3RHet	27159	0	1.0	18
	chr3RHet	29698	1	1.0	17
	chr3RHet	31025	0	1.0	20
	chr3RHet	31673	0	1.0	46
	chr3RHet	32411	1	2.0	18
	chr3RHet	32852	0	1.0	51
	chr3RHet	33129	0	1.0	19
	chr3RHet	33632	1	1.0	22
	chr3RHet	33669	0	1.0	15
	chr3RHet	34575	1	1.0	45
	chr3RHet	35544	0	1.0	39
	chr3RHet	35834	0	1.0	30
	chr3RHet	35863	1	2.0	20
	chr3RHet	35863	1	1.0	23
	chr3RHet	35863	1	2.0	25
	chr3RHet	35863	1	2.0	28
	chr3RHet	35864	1	1.0	19
	chr3RHet	35867	1	1.0	23
	chr3RHet	35868	1	1.0	38
	chr3RHet	35891	1	1.0	51
	chr3RHet	37784	0	1.0	17
	chr3RHet	37805	1	2.0	24
	chr3RHet	37809	1	2.0	24
	chr3RHet	37809	1	2.0	25
	chr3RHet	37809	1	1.0	26
	chr3RHet	37812	1	1.0	28
	chr3RHet	38516	1	1.0	19
	chr3RHet	39810	1	1.0	20
	chr3RHet	58061	0	2.0	15
	chr3RHet	60814	0	1.0	23
	chr3RHet	66027	0	1.0	32
	chr3RHet	67069	0	2.0	51
	chr3RHet	67135	0	2.0	20
	chr3RHet	67140	0	1.0	51
	chr3RHet	67142	0	1.0	41
	chr3RHet	67365	0	1.0	18
	chr3RHet	67387	0	2.0	21
	chr3RHet	67391	0	1.0	22
	chr3RHet	67483	0	1.0	19
	chr3RHet	67484	0	1.0	51
	chr3RHet	67486	0	1.0	34
	chr3RHet	67486	0	1.0	47
	chr3RHet	67486	0	1.0	51
	chr3RHet	67487	0	1.0	16
	chr3RHet	67487	0	2.0	33
	chr3RHet	67489	0	1.0	51
	chr3RHet	67490	0	1.0	51
	chr3RHet	67520	1	1.0	25
	chr3RHet	67853	0	1.0	51
	chr3RHet	67861	0	1.0	51
	chr3RHet	67869	0	1.0	22
	chr3RHet	67909	0	1.0	19
	chr3RHet	67921	0	1.0	26
	chr3RHet	67982	0	2.0	26
	chr3RHet	67995	0	1.0	21
	chr3RHet	68035	0	1.0	19
	chr3RHet	68911	1	1.0	22
	chr3RHet	68959	0	1.0	51
	chr3RHet	69759	0	1.0	51
	chr3RHet	69791	0	1.0	32
	chr3RHet	71306	0	1.0	39
	chr3RHet	71458	0	1.0	51
	chr3RHet	71526	1	2.0	20
	chr3RHet	71527	1	1.0	41
	chr3RHet	78049	0	1.0	18
	chr3RHet	78064	1	1.0	51
	chr3RHet	79994	1	1.0	23
	chr3RHet	80163	1	2.0	21
	chr3RHet	81937	0	1.0	37
	chr3RHet	88047	1	2.0	17
	chr3RHet	88442	1	1.0	24
	chr3RHet	88449	1	1.0	16
